Data da Venda,Nome do Produto,Categoria do Produto,Preço Unitário do Produto,Custo de Produção Unitário,Quantidade Vendida,Nome do Funcionário,Região do Fast Food,Tempo de Atendimento (min),Tipo de Atendimento,Nome do Cliente,Idade do Cliente,Gênero do Cliente,Email do Cliente,Valor Total de Venda,Custo Total de Produção,Lucro,Horário do Pedido,Estado
01/08/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,6,Sandra White,Sul,10,Balcão,Gary Gonzalez,19,Masculino,njohnson@hampton.net,89.94,42,47.94,Noite,Texas (TX)
06/20/2023, Milkshake  ,Sobremesa ,10.99,5,4,Brian Wallace,Norte,10,Delivery,Jessica Harmon,50,Feminino,cartergabriela@matthews-johnson.com,43.96,20,23.96,Noite,New York (NY)
08/13/2022, Sundae  ,Sobremesa ,7.99,3,5,Curtis Hall MD,Centro,12,Delivery,Grace Hart,36,Masculino,richardlittle@fuller.biz,39.95,15,24.950000000000003,Noite,Illinois (IL)
07/11/2022, Milkshake  ,Sobremesa ,10.99,5,8,Angela Lewis,Sul,8,Delivery,Lisa Ellison,38,Masculino,shannonsanchez@harris.com,87.92,40,47.92,Noite,Texas (TX)
01/28/2023, Refrigerante  ,Bebida ,4.99,1,10,Vanessa Gibbs,Centro,2,Delivery,Mariah Keller,61,Masculino,annawagner@yahoo.com,49.900000000000006,10,39.900000000000006,Noite,Illinois (IL)
03/22/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,10,Billy Guerrero,Norte,11,Balcão,Dan Turner,60,Masculino,isaiahmiller@schmidt.org,199.9,100,99.89999999999998,Noite,New York (NY)
04/07/2022, Refrigerante  ,Bebida ,4.99,1,2,Sarah Lopez,Norte,2,Delivery,Michelle Thomas,23,Masculino,jasonpeterson@gmail.com,9.98,2,7.98,Noite,New York (NY)
02/13/2022, Batata Frita  ,Acompanhamento ,9.99,3,5,Randy Ramirez,Sul,2,Delivery,April Browning,62,Feminino,daniellejohnson@yahoo.com,49.95,15,34.95,Noite,Texas (TX)
08/24/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,10,Carolyn Cox,Leste,4,Balcão,Erin Arnold,34,Feminino,mariah70@yahoo.com,199.9,100,99.89999999999998,Noite,Florida (FL)
11/13/2022, Sundae  ,Sobremesa ,7.99,3,2,Latasha Diaz,Norte,5,Balcão,Bradley Young,52,Feminino,michelleholt@yahoo.com,15.98,6,9.98,Noite,New York (NY)
12/28/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,9,Brooke Smith,Centro,1,Delivery,Regina Garcia,67,Feminino,justin71@hall.com,179.91,90,89.91,Noite,Illinois (IL)
03/01/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,Elizabeth Harris,Leste,11,Delivery,Andrew Jones,42,Feminino,rogernelson@yahoo.com,39.98,20,19.98,Noite,Florida (FL)
01/16/2022, Sundae  ,Sobremesa ,7.99,3,6,Veronica Owens,Oeste,4,Balcão,Amber Garcia,42,Masculino,clozano@contreras-kim.biz,47.94,18,29.94,Noite,California (CA)
10/27/2021, Refrigerante  ,Bebida ,4.99,1,3,Tyler Harding,Sul,12,Delivery,Clayton Mason,54,Masculino,sandrade@williams.biz,14.97,3,11.97,Noite,Texas (TX)
03/11/2023, Sundae  ,Sobremesa ,7.99,3,8,Kenneth Gutierrez,Leste,11,Drive-Thru,Mrs. Shannon Cole DDS,57,Feminino,iaguilar@hotmail.com,63.92,24,39.92,Noite,Florida (FL)
01/04/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,2,Luis House,Sul,6,Balcão,Julia Watts,39,Masculino,hsimmons@miller.com,29.98,14,15.98,Noite,Texas (TX)
03/09/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,10,Jonathan Vance,Leste,4,Balcão,Jennifer Evans,18,Masculino,aarongray@sanders.com,199.9,100,99.89999999999998,Noite,Florida (FL)
03/07/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,4,Michael Caldwell,Sul,2,Drive-Thru,Jennifer Maldonado,68,Feminino,sandersjames@gonzales.com,59.96,28,31.96,Noite,Texas (TX)
03/29/2022, Refrigerante  ,Bebida ,4.99,1,3,Harold Webb,Oeste,10,Delivery,Stephanie Nelson,35,Feminino,staceystewart@santos.com,14.97,3,11.97,Noite,California (CA)
06/13/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,Tyler Hoffman,Leste,7,Delivery,Penny Sanchez,43,Masculino,ayersdouglas@freeman.info,39.98,20,19.98,Noite,Florida (FL)
06/06/2022, Sundae  ,Sobremesa ,7.99,3,5,Keith Mann,Leste,14,Delivery,Gregory Mccullough,67,Masculino,karen80@bailey.com,39.95,15,24.950000000000003,Noite,Florida (FL)
09/29/2023, Milkshake  ,Sobremesa ,10.99,5,10,Justin Torres,Leste,8,Drive-Thru,Mitchell Lee,46,Feminino,williamgriffin@hotmail.com,109.9,50,59.900000000000006,Noite,Florida (FL)
05/01/2022, Sundae  ,Sobremesa ,7.99,3,1,Susan Middleton,Oeste,3,Drive-Thru,Michael Kelly,59,Feminino,awade@bishop-wilson.com,7.99,3,4.99,Noite,California (CA)
08/19/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Johnny Stewart,Sul,3,Balcão,Cory Decker,35,Feminino,branchbonnie@hotmail.com,74.95,35,39.95,Noite,Texas (TX)
09/01/2023, Refrigerante  ,Bebida ,4.99,1,6,Kristina Costa,Leste,5,Balcão,Meagan Casey,43,Feminino,maryreese@gmail.com,29.94,6,23.94,Noite,Florida (FL)
06/20/2022, Sundae  ,Sobremesa ,7.99,3,7,Gary Hogan,Oeste,13,Delivery,Matthew Harrison,32,Feminino,rothsteven@scott.com,55.93,21,34.93,Noite,California (CA)
12/05/2021, Refrigerante  ,Bebida ,4.99,1,2,Michael Price,Centro,14,Drive-Thru,Robert Roth,66,Masculino,brian99@shaffer-smith.org,9.98,2,7.98,Noite,Illinois (IL)
12/03/2021, Milkshake  ,Sobremesa ,10.99,5,7,Michael Rodriguez PhD,Sul,3,Balcão,Lauren Carpenter,48,Feminino,kathleenjones@king.com,76.93,35,41.93000000000001,Noite,Texas (TX)
08/20/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,5,Harry Hamilton,Leste,11,Balcão,Michael Benton Jr.,36,Masculino,haynesbrandon@jordan.com,99.95,50,49.94999999999999,Noite,Florida (FL)
04/29/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,2,Steven Anderson,Centro,9,Delivery,Brian Mcpherson,58,Feminino,joe46@hotmail.com,29.98,14,15.98,Noite,Illinois (IL)
09/09/2022, Sundae  ,Sobremesa ,7.99,3,1,James Armstrong,Centro,2,Delivery,Cheryl Ferguson,61,Feminino,brett48@walsh.com,7.99,3,4.99,Noite,Illinois (IL)
04/18/2023, Milkshake  ,Sobremesa ,10.99,5,9,Jeffery Blair,Oeste,13,Drive-Thru,Miss Kathryn Thompson,70,Feminino,bowersjessica@gmail.com,98.91,45,53.91,Noite,California (CA)
07/20/2023, Batata Frita  ,Acompanhamento ,9.99,3,2,Amanda Krause,Norte,4,Delivery,Kimberly Henry,65,Feminino,laura95@gmail.com,19.98,6,13.98,Noite,New York (NY)
07/08/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,Rebecca Murray,Sul,10,Drive-Thru,Timothy Mcgrath,19,Feminino,matthewcruz@yahoo.com,39.98,20,19.98,Noite,Texas (TX)
09/02/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Adam Hawkins,Centro,5,Balcão,James Carlson,40,Feminino,braystephanie@lee.com,74.95,35,39.95,Noite,Illinois (IL)
01/12/2022, Sundae  ,Sobremesa ,7.99,3,7,Louis Lopez,Sul,7,Balcão,Richard Duran,56,Feminino,cbenton@gmail.com,55.93,21,34.93,Noite,Texas (TX)
06/28/2023, Batata Frita  ,Acompanhamento ,9.99,3,3,Teresa Henry,Centro,9,Balcão,Tiffany Sweeney,45,Masculino,sara93@hotmail.com,29.97,9,20.97,Noite,Illinois (IL)
04/28/2023, Batata Frita  ,Acompanhamento ,9.99,3,2,Dr. James Trujillo MD,Oeste,9,Drive-Thru,Louis White,69,Masculino,gravesvincent@hotmail.com,19.98,6,13.98,Noite,California (CA)
03/06/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,10,Angela Patterson,Sul,4,Balcão,Donald Fleming,57,Feminino,ireed@rich.info,149.9,70,79.9,Noite,Texas (TX)
02/03/2023, Sundae  ,Sobremesa ,7.99,3,5,Kayla Smith,Sul,12,Drive-Thru,Kristen Smith,44,Feminino,miranda88@simpson-rose.biz,39.95,15,24.950000000000003,Noite,Texas (TX)
04/15/2023, Milkshake  ,Sobremesa ,10.99,5,1,Brent Rodriguez,Leste,14,Drive-Thru,Kevin Jones,25,Masculino,bucklisa@hotmail.com,10.99,5,5.99,Noite,Florida (FL)
12/31/2021, Sundae  ,Sobremesa ,7.99,3,9,Cynthia Bryan DDS,Leste,12,Delivery,Veronica Lopez,23,Masculino,gailbaker@juarez.com,71.91,27,44.91,Noite,Florida (FL)
10/03/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Douglas Mcbride,Oeste,4,Drive-Thru,Sydney Stephens,40,Masculino,amandahammond@yahoo.com,74.95,35,39.95,Noite,California (CA)
02/27/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,8,Tammy Medina,Centro,4,Balcão,Mary Conley,27,Feminino,carrillonoah@gmail.com,159.92,80,79.91999999999999,Noite,Illinois (IL)
08/01/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,James Williams,Leste,14,Delivery,Jennifer Perez,32,Feminino,efisher@gmail.com,74.95,35,39.95,Noite,Florida (FL)
08/17/2022, Refrigerante  ,Bebida ,4.99,1,7,Tamara Mccarthy,Centro,7,Balcão,Shane Espinoza,68,Masculino,jamierobinson@holden-dixon.org,34.93,7,27.93,Noite,Illinois (IL)
04/21/2023, Milkshake  ,Sobremesa ,10.99,5,8,Kelly Luna,Centro,12,Drive-Thru,Valerie Lara,51,Masculino,arthur93@yahoo.com,87.92,40,47.92,Noite,Illinois (IL)
12/30/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,8,Jessica Steele,Centro,13,Drive-Thru,Todd Shelton,54,Feminino,mcrawford@hotmail.com,159.92,80,79.91999999999999,Noite,Illinois (IL)
11/12/2021, Refrigerante  ,Bebida ,4.99,1,3,Jessica Jones,Centro,8,Balcão,Amy Case,45,Masculino,chill@yahoo.com,14.97,3,11.97,Noite,Illinois (IL)
09/20/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,Deborah Oliver,Leste,12,Balcão,Jessica Adams,56,Masculino,nmorris@stewart.info,39.98,20,19.98,Noite,Florida (FL)
06/16/2022, Refrigerante  ,Bebida ,4.99,1,7,Matthew Macias Jr.,Oeste,7,Balcão,Anthony Ortega,40,Feminino,ethan17@gmail.com,34.93,7,27.93,Noite,California (CA)
04/16/2023, Sundae  ,Sobremesa ,7.99,3,9,Mr. Victor Hall III,Sul,7,Balcão,Anna Johnson,58,Masculino,jacobbarker@hotmail.com,71.91,27,44.91,Noite,Texas (TX)
10/03/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,7,Eric Moses,Centro,13,Drive-Thru,Mr. Luis Lopez,50,Feminino,travisbell@hotmail.com,104.93,49,55.93000000000001,Noite,Illinois (IL)
05/15/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,1,John Foster,Leste,13,Drive-Thru,Olivia Chavez,55,Feminino,denisemoreno@elliott-jones.com,19.99,10,9.989999999999998,Noite,Florida (FL)
03/03/2022, Batata Frita  ,Acompanhamento ,9.99,3,10,Samuel Stone,Leste,10,Balcão,Jonathan Randolph,41,Masculino,alan32@yahoo.com,99.9,30,69.9,Noite,Florida (FL)
06/09/2022, Milkshake  ,Sobremesa ,10.99,5,8,Victoria Jackson,Leste,10,Balcão,Anne Roach,18,Masculino,jefferywhite@weiss.com,87.92,40,47.92,Noite,Florida (FL)
07/21/2022, Batata Frita  ,Acompanhamento ,9.99,3,5,Tara Moran,Sul,2,Balcão,Erin Castillo,60,Feminino,camposmelissa@hotmail.com,49.95,15,34.95,Noite,Texas (TX)
10/21/2021, Batata Frita  ,Acompanhamento ,9.99,3,7,Sydney Duran,Sul,12,Drive-Thru,Melissa Swanson,68,Masculino,gravesian@yahoo.com,69.93,21,48.93000000000001,Noite,Texas (TX)
02/13/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,Joel Cardenas,Norte,13,Delivery,Scott Lucas,62,Masculino,scottarnold@whitehead-lopez.com,39.98,20,19.98,Noite,New York (NY)
01/31/2022, Milkshake  ,Sobremesa ,10.99,5,6,Jennifer Trevino,Norte,3,Balcão,April Jenkins,45,Feminino,lcole@knight.info,65.94,30,35.94,Noite,New York (NY)
11/28/2022, Milkshake  ,Sobremesa ,10.99,5,7,Emily Rodriguez,Leste,15,Balcão,Taylor Ball,67,Masculino,christopherchapman@summers.net,76.93,35,41.93000000000001,Noite,Florida (FL)
07/10/2023, Refrigerante  ,Bebida ,4.99,1,10,Sean Murray,Sul,12,Drive-Thru,Kelly Waters,28,Feminino,john35@hotmail.com,49.900000000000006,10,39.900000000000006,Noite,Texas (TX)
10/03/2023, Milkshake  ,Sobremesa ,10.99,5,8,Kenneth Herman,Oeste,8,Delivery,Mario Barnes,55,Feminino,antoniobrown@gmail.com,87.92,40,47.92,Noite,California (CA)
07/18/2023, Milkshake  ,Sobremesa ,10.99,5,4,Katherine Soto,Norte,15,Balcão,Samuel Green,40,Feminino,christophervargas@yahoo.com,43.96,20,23.96,Noite,New York (NY)
12/31/2021, Milkshake  ,Sobremesa ,10.99,5,5,Kelly Ali,Leste,4,Drive-Thru,Elizabeth Brown,60,Masculino,amanda09@merritt.biz,54.95,25,29.950000000000003,Noite,Florida (FL)
04/13/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Adrian Martinez,Oeste,6,Balcão,David Rowland,44,Feminino,warrenkaren@henry.info,14.99,7,7.99,Noite,California (CA)
07/21/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,6,Alex Martinez,Oeste,2,Delivery,Jeffrey Burns,38,Feminino,watsoncody@taylor.com,119.94,60,59.94,Noite,California (CA)
01/27/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Lisa Oconnor,Leste,4,Balcão,Felicia Finley,69,Masculino,brownrebecca@gmail.com,74.95,35,39.95,Noite,Florida (FL)
08/23/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,6,Alicia Lewis,Oeste,14,Balcão,Alexander Greer,33,Masculino,sonia99@meyers.com,89.94,42,47.94,Noite,California (CA)
03/26/2023, Batata Frita  ,Acompanhamento ,9.99,3,6,Michael Long,Oeste,15,Drive-Thru,Angelica Dunn,43,Feminino,chad50@yahoo.com,59.94,18,41.94,Noite,California (CA)
09/14/2023, Sundae  ,Sobremesa ,7.99,3,5,Rachel Rodriguez,Norte,3,Balcão,Joshua Carroll,48,Masculino,hicksamanda@gmail.com,39.95,15,24.950000000000003,Noite,New York (NY)
09/17/2023, Refrigerante  ,Bebida ,4.99,1,7,James Randall,Sul,4,Balcão,Edward Hughes V,59,Masculino,tinamcdaniel@gmail.com,34.93,7,27.93,Noite,Texas (TX)
03/15/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,9,Scott Johnson,Oeste,14,Balcão,Connie Hernandez,45,Feminino,michaelkennedy@stein-gonzalez.com,134.91,63,71.91,Noite,California (CA)
04/26/2022, Sundae  ,Sobremesa ,7.99,3,10,Curtis Nguyen,Centro,10,Delivery,Alexis Gallagher,64,Feminino,xkennedy@mcconnell.com,79.9,30,49.900000000000006,Noite,Illinois (IL)
10/09/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,6,Joseph Romero,Norte,7,Balcão,Nicholas James,67,Masculino,johnsondavid@gmail.com,119.94,60,59.94,Noite,New York (NY)
11/01/2022, Batata Frita  ,Acompanhamento ,9.99,3,4,Amanda Vasquez,Leste,5,Balcão,Joshua Thompson,61,Feminino,rfletcher@holmes.biz,39.96,12,27.96,Noite,Florida (FL)
02/27/2022, Refrigerante  ,Bebida ,4.99,1,3,Cynthia Smith,Leste,14,Balcão,Stacy Butler,67,Masculino,hmoore@gmail.com,14.97,3,11.97,Noite,Florida (FL)
03/30/2023, Milkshake  ,Sobremesa ,10.99,5,3,Vincent Johnson,Centro,13,Delivery,Timothy King,53,Feminino,reginaldlozano@barry.com,32.97,15,17.97,Noite,Illinois (IL)
12/25/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,1,Amber Caldwell,Centro,6,Drive-Thru,Lisa Patterson,20,Feminino,emily60@yahoo.com,19.99,10,9.989999999999998,Noite,Illinois (IL)
09/05/2022, Sundae  ,Sobremesa ,7.99,3,2,Deborah Morton,Sul,8,Delivery,Amy Mitchell,61,Masculino,owendebra@mahoney.com,15.98,6,9.98,Noite,Texas (TX)
03/24/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,8,Amber Anderson,Leste,9,Drive-Thru,Felicia Riggs,55,Feminino,kmckenzie@allen-herrera.com,159.92,80,79.91999999999999,Noite,Florida (FL)
07/23/2023, Sundae  ,Sobremesa ,7.99,3,9,Melissa Ramirez,Oeste,12,Balcão,Gloria Reeves,49,Masculino,browncody@gmail.com,71.91,27,44.91,Noite,California (CA)
10/22/2021, Batata Frita  ,Acompanhamento ,9.99,3,3,Amy Gross,Oeste,15,Balcão,Crystal Watkins,30,Masculino,kimberlyphillips@gmail.com,29.97,9,20.97,Noite,California (CA)
04/18/2022, Sundae  ,Sobremesa ,7.99,3,4,Jerry Neal,Centro,2,Delivery,Ryan Owens,28,Masculino,salaschristopher@jones.info,31.96,12,19.96,Noite,Illinois (IL)
01/07/2023, Sundae  ,Sobremesa ,7.99,3,7,David Harris,Norte,2,Drive-Thru,Aaron Hall,47,Feminino,qmurphy@rodriguez.com,55.93,21,34.93,Noite,New York (NY)
10/16/2022, Milkshake  ,Sobremesa ,10.99,5,10,Scott Jackson,Leste,5,Balcão,Luke Gonzalez,26,Masculino,mhansen@adams-sherman.com,109.9,50,59.900000000000006,Noite,Florida (FL)
10/17/2021, Sundae  ,Sobremesa ,7.99,3,7,Taylor Johnson,Oeste,7,Drive-Thru,Charles Miller,27,Feminino,susan10@zimmerman.org,55.93,21,34.93,Noite,California (CA)
07/19/2022, Batata Frita  ,Acompanhamento ,9.99,3,3,Christopher Lewis,Leste,5,Delivery,Tracy Smith,29,Masculino,lreynolds@hotmail.com,29.97,9,20.97,Noite,Florida (FL)
01/26/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,6,Jenna Kline,Centro,14,Balcão,Beverly Valdez,69,Masculino,iconrad@gmail.com,119.94,60,59.94,Noite,Illinois (IL)
07/19/2022, Refrigerante  ,Bebida ,4.99,1,2,Jenna Gordon,Norte,6,Delivery,Ethan Wilson,64,Masculino,swansonalexander@hotmail.com,9.98,2,7.98,Noite,New York (NY)
10/03/2022, Sundae  ,Sobremesa ,7.99,3,10,Peter Campbell,Centro,14,Drive-Thru,Hannah Hancock,21,Masculino,ashleysparks@gmail.com,79.9,30,49.900000000000006,Noite,Illinois (IL)
01/31/2022, Milkshake  ,Sobremesa ,10.99,5,2,Taylor Vazquez,Sul,4,Drive-Thru,Leslie Hartman,66,Masculino,halexander@gmail.com,21.98,10,11.98,Noite,Texas (TX)
11/17/2021, Sundae  ,Sobremesa ,7.99,3,5,Noah Lee,Sul,14,Delivery,Michelle Golden,40,Feminino,epeters@kennedy-barker.net,39.95,15,24.950000000000003,Noite,Texas (TX)
05/08/2022, Batata Frita  ,Acompanhamento ,9.99,3,5,Elizabeth Burgess,Centro,13,Drive-Thru,Robert Brooks,23,Masculino,ltravis@wood.org,49.95,15,34.95,Noite,Illinois (IL)
06/11/2022, Batata Frita  ,Acompanhamento ,9.99,3,3,Kristen Johnson,Leste,5,Balcão,Megan Gilbert,30,Feminino,barkerchristopher@maxwell-clark.com,29.97,9,20.97,Noite,Florida (FL)
01/03/2023, Sundae  ,Sobremesa ,7.99,3,6,Gary Mccullough,Leste,2,Delivery,Nicholas Ramirez,36,Masculino,jameshamilton@gmail.com,47.94,18,29.94,Noite,Florida (FL)
06/07/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Ms. Nicole Rivas,Norte,15,Delivery,Matthew Boyle,52,Masculino,stewartkenneth@hotmail.com,74.95,35,39.95,Noite,New York (NY)
04/10/2023, Batata Frita  ,Acompanhamento ,9.99,3,5,John Washington,Norte,1,Delivery,Neil Hernandez,33,Masculino,idavis@sims.com,49.95,15,34.95,Noite,New York (NY)
06/26/2023, Refrigerante  ,Bebida ,4.99,1,7,Michael Gordon,Norte,3,Drive-Thru,Mariah Flowers,28,Masculino,hickmanchristopher@yahoo.com,34.93,7,27.93,Noite,New York (NY)
01/09/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,10,Mark Melendez,Centro,11,Balcão,Karen Morales,24,Feminino,golson@moreno-miller.com,199.9,100,99.89999999999998,Noite,Illinois (IL)
11/03/2022, Sundae  ,Sobremesa ,7.99,3,6,Natalie Sandoval,Sul,5,Drive-Thru,Luis Flores,68,Feminino,mullinswilliam@west.info,47.94,18,29.94,Noite,Texas (TX)
05/15/2023, Batata Frita  ,Acompanhamento ,9.99,3,4,Nicholas Stewart DDS,Sul,11,Balcão,Willie Payne,39,Feminino,phillipsmichael@gmail.com,39.96,12,27.96,Noite,Texas (TX)
10/17/2022, Batata Frita  ,Acompanhamento ,9.99,3,10,Robert Smith,Leste,6,Delivery,Deborah Mendoza,43,Feminino,beverlybentley@gmail.com,99.9,30,69.9,Noite,Florida (FL)
12/01/2022, Batata Frita  ,Acompanhamento ,9.99,3,9,Kelsey Bauer,Oeste,4,Delivery,Dr. Glen Richmond,29,Masculino,shari61@yahoo.com,89.91,27,62.91,Noite,California (CA)
03/01/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,8,Douglas Wilson,Sul,3,Delivery,Amanda Ibarra,18,Feminino,ahuang@hotmail.com,159.92,80,79.91999999999999,Noite,Texas (TX)
03/24/2023, Milkshake  ,Sobremesa ,10.99,5,2,Steven Castillo,Leste,13,Balcão,Margaret Jackson,58,Feminino,stacy93@durham.com,21.98,10,11.98,Noite,Florida (FL)
08/11/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,6,Linda Hayes,Norte,7,Drive-Thru,Tyler Sandoval,51,Masculino,zthomas@cummings.com,89.94,42,47.94,Noite,New York (NY)
11/12/2022, Batata Frita  ,Acompanhamento ,9.99,3,10,Darren Jones,Sul,5,Drive-Thru,Jessica Nunez,58,Feminino,brian75@gmail.com,99.9,30,69.9,Noite,Texas (TX)
05/14/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,3,Leslie Miller,Norte,5,Drive-Thru,Shaun Jacobs,57,Feminino,ryan04@yahoo.com,59.97,30,29.97,Noite,New York (NY)
04/21/2022, Batata Frita  ,Acompanhamento ,9.99,3,1,Diane Brown,Leste,13,Delivery,Michael Johnson MD,19,Masculino,carlyrobinson@yahoo.com,9.99,3,6.99,Noite,Florida (FL)
03/07/2022, Milkshake  ,Sobremesa ,10.99,5,9,Peter Walters,Sul,2,Drive-Thru,Timothy Gentry,19,Masculino,kyle07@gmail.com,98.91,45,53.91,Noite,Texas (TX)
09/26/2022, Milkshake  ,Sobremesa ,10.99,5,8,Mary Miller,Oeste,5,Balcão,Marissa Perez,51,Feminino,michael66@hotmail.com,87.92,40,47.92,Noite,California (CA)
01/08/2023, Sundae  ,Sobremesa ,7.99,3,4,Dale Marsh,Oeste,5,Drive-Thru,Steven Lawson IV,19,Masculino,bradley75@yahoo.com,31.96,12,19.96,Noite,California (CA)
02/26/2022, Refrigerante  ,Bebida ,4.99,1,8,Sabrina Powell,Sul,1,Delivery,Joann Perez DDS,35,Masculino,taylor07@garrett.net,39.92,8,31.92,Noite,Texas (TX)
07/10/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Samuel Reynolds,Norte,8,Balcão,Emily Beard,41,Masculino,mendozamichael@graham.net,74.95,35,39.95,Noite,New York (NY)
10/20/2021, Batata Frita  ,Acompanhamento ,9.99,3,6,Ian Nelson,Centro,1,Delivery,Brooke Ross,50,Feminino,heatherhernandez@lee.biz,59.94,18,41.94,Noite,Illinois (IL)
11/19/2022, Sundae  ,Sobremesa ,7.99,3,4,Tony Coffey,Norte,12,Drive-Thru,Brian Beard,63,Masculino,wdaniels@yahoo.com,31.96,12,19.96,Noite,New York (NY)
12/02/2021, Hambúrguer Simples  ,Hambúrguer ,14.99,7,4,David Odonnell,Norte,8,Delivery,Richard Brooks,24,Feminino,singletontamara@martin.biz,59.96,28,31.96,Noite,New York (NY)
10/08/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,8,Allen Shepherd,Centro,12,Drive-Thru,Laura Garcia,59,Feminino,erikabrown@harris.com,119.92,56,63.92,Noite,Illinois (IL)
11/23/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Karen Lopez,Norte,10,Delivery,Patricia Johnson,64,Feminino,jacksonbrian@williams-vasquez.org,14.99,7,7.99,Noite,New York (NY)
07/14/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,7,Alyssa Duffy,Sul,15,Delivery,Linda Bailey,24,Feminino,mroberts@gmail.com,139.92999999999998,70,69.92999999999998,Noite,Texas (TX)
03/26/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,5,Ruth Obrien,Leste,13,Drive-Thru,Melanie Brown,61,Masculino,ebarber@frost-smith.info,99.95,50,49.94999999999999,Noite,Florida (FL)
11/28/2022, Milkshake  ,Sobremesa ,10.99,5,6,Edward Salazar,Oeste,12,Drive-Thru,Christopher Hudson,27,Feminino,obauer@hotmail.com,65.94,30,35.94,Noite,California (CA)
11/26/2022, Batata Frita  ,Acompanhamento ,9.99,3,8,David Reynolds,Leste,15,Balcão,Donald Murillo,18,Masculino,yangrandy@diaz.com,79.92,24,55.92,Noite,Florida (FL)
12/17/2022, Batata Frita  ,Acompanhamento ,9.99,3,5,Brian Smith,Leste,14,Balcão,Jessica Flowers,37,Feminino,kyle20@harris.com,49.95,15,34.95,Noite,Florida (FL)
09/24/2023, Milkshake  ,Sobremesa ,10.99,5,9,Jennifer Valenzuela,Centro,8,Drive-Thru,Carlos Walker,66,Feminino,tanya55@hotmail.com,98.91,45,53.91,Noite,Illinois (IL)
07/04/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Jennifer Rodriguez,Oeste,10,Balcão,David Pitts,38,Feminino,yhansen@brown.com,74.95,35,39.95,Noite,California (CA)
12/26/2022, Sundae  ,Sobremesa ,7.99,3,10,Thomas Gates,Centro,8,Balcão,Michael Carter,50,Masculino,lesterrebecca@hotmail.com,79.9,30,49.900000000000006,Noite,Illinois (IL)
03/24/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,4,David Murray,Oeste,5,Drive-Thru,Robert Holmes,69,Feminino,tammy12@irwin-oliver.com,59.96,28,31.96,Noite,California (CA)
11/18/2021, Batata Frita  ,Acompanhamento ,9.99,3,6,Rachel Ward,Oeste,11,Delivery,Robert Hall,68,Masculino,brendarobinson@graham-bird.info,59.94,18,41.94,Noite,California (CA)
07/01/2023, Milkshake  ,Sobremesa ,10.99,5,6,Samantha Aguilar,Norte,11,Drive-Thru,Timothy Hicks,59,Masculino,ksmith@farmer-briggs.org,65.94,30,35.94,Noite,New York (NY)
