Data da Venda,Nome do Produto,Categoria do Produto,Preço Unitário do Produto,Custo de Produção Unitário,Quantidade Vendida,Nome do Funcionário,Região do Fast Food,Tempo de Atendimento (min),Tipo de Atendimento,Nome do Cliente,Idade do Cliente,Gênero do Cliente,Valor Total de Venda,Custo Total de Produção,Lucro,Estado
2022-01-16,Hambúrguer Duplo,Hambúrguer,19.99,10,9,Colleen Williams,Leste,8,Balcão,Dr. Alvin Klein,32,Feminino,179.91,90,89.91,Florida (FL)
2023-09-02,Batata Frita,Acompanhamento,9.99,3,9,Cole Watson,Norte,7,Balcão,Jacob Sweeney,55,Masculino,89.91,27,62.91,New York (NY)
2022-02-25,Sundae,Sobremesa,7.99,3,7,Jennifer Stokes,Leste,12,Drive-Thru,Lisa Hall,18,Feminino,55.93,21,34.93,Florida (FL)
2021-11-02,Batata Frita,Acompanhamento,9.99,3,9,Ashley Page,Sul,6,Balcão,Terry Wright,38,Feminino,89.91,27,62.91,Texas (TX)
2021-10-17,Sundae,Sobremesa,7.99,3,1,Cody Gonzalez,Oeste,15,Balcão,Emily Zuniga,57,Feminino,7.99,3,4.99,California (CA)
2021-11-17,Hambúrguer Duplo,Hambúrguer,19.99,10,4,Jessica Shelton,Norte,7,Delivery,Anthony Lindsey,18,Feminino,79.96,40,39.96,New York (NY)
2022-04-07,Refrigerante,Bebida,4.99,1,2,Angel Murphy,Leste,9,Balcão,Felicia Fleming,67,Feminino,9.98,2,7.98,Florida (FL)
2022-06-28,Milkshake,Sobremesa,10.99,5,9,Patrick Klein,Sul,5,Delivery,Carly Holland,58,Feminino,98.91,45,53.91,Texas (TX)
2023-09-28,Sundae,Sobremesa,7.99,3,3,Jason Li,Sul,6,Drive-Thru,Lisa Anderson,70,Masculino,23.97,9,14.97,Texas (TX)
2022-03-10,Sundae,Sobremesa,7.99,3,3,Helen Jackson,Leste,14,Balcão,Patrick Carter,33,Masculino,23.97,9,14.97,Florida (FL)
2022-09-24,Hambúrguer Simples,Hambúrguer,14.99,7,6,Amanda Manning,Centro,1,Balcão,John Jordan,29,Feminino,89.94,42,47.94,Illinois (IL)
2022-11-21,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Mario Smith,Oeste,15,Delivery,Alex Mercer,41,Feminino,19.99,10,9.989999999999998,California (CA)
2022-04-09,Sundae,Sobremesa,7.99,3,7,April Johnson,Oeste,9,Delivery,Danielle Craig,42,Masculino,55.93,21,34.93,California (CA)
2022-11-23,Sundae,Sobremesa,7.99,3,2,Amy Miller,Centro,11,Balcão,Meagan Thomas,41,Feminino,15.98,6,9.98,Illinois (IL)
2022-12-06,Sundae,Sobremesa,7.99,3,3,Robert Nixon,Leste,13,Drive-Thru,Nicholas Warner,53,Masculino,23.97,9,14.97,Florida (FL)
2022-07-10,Milkshake,Sobremesa,10.99,5,7,Kelly Alvarado DDS,Leste,5,Drive-Thru,Elizabeth Hunter,40,Masculino,76.93,35,41.93000000000001,Florida (FL)
2022-12-26,Batata Frita,Acompanhamento,9.99,3,6,Christopher Freeman,Sul,6,Drive-Thru,Christopher Huff,18,Feminino,59.94,18,41.94,Texas (TX)
2022-08-19,Sundae,Sobremesa,7.99,3,8,Patricia Savage,Sul,15,Delivery,Tim Miller,67,Feminino,63.92,24,39.92,Texas (TX)
2022-08-12,Hambúrguer Simples,Hambúrguer,14.99,7,9,Thomas Anderson,Centro,12,Balcão,Scott Christensen Jr.,29,Feminino,134.91,63,71.91,Illinois (IL)
2022-12-02,Sundae,Sobremesa,7.99,3,10,Katherine Martin,Sul,4,Drive-Thru,Andrea Baker,33,Feminino,79.9,30,49.900000000000006,Texas (TX)
2023-03-25,Sundae,Sobremesa,7.99,3,8,Sharon Foster,Sul,13,Drive-Thru,James West,35,Masculino,63.92,24,39.92,Texas (TX)
2023-04-08,Batata Frita,Acompanhamento,9.99,3,9,Alexis Brown,Norte,11,Delivery,Lisa Wagner,58,Feminino,89.91,27,62.91,New York (NY)
2022-03-16,Refrigerante,Bebida,4.99,1,7,Renee Guerrero,Norte,4,Drive-Thru,Ronald Thomas,58,Masculino,34.93,7,27.93,New York (NY)
2023-06-07,Hambúrguer Duplo,Hambúrguer,19.99,10,2,John Hamilton,Oeste,13,Balcão,Joanna Martin,42,Masculino,39.98,20,19.98,California (CA)
2022-11-07,Hambúrguer Simples,Hambúrguer,14.99,7,9,Rebecca Miller,Centro,10,Drive-Thru,Megan Richardson,40,Feminino,134.91,63,71.91,Illinois (IL)
2022-07-04,Sundae,Sobremesa,7.99,3,4,Alexandra Miller,Leste,2,Drive-Thru,Dawn Henry,44,Feminino,31.96,12,19.96,Florida (FL)
2022-10-19,Batata Frita,Acompanhamento,9.99,3,3,Arthur Chung,Leste,3,Balcão,James Brown,19,Masculino,29.97,9,20.97,Florida (FL)
2022-12-27,Hambúrguer Duplo,Hambúrguer,19.99,10,4,Leslie Stewart,Oeste,15,Balcão,Maria Maxwell,54,Feminino,79.96,40,39.96,California (CA)
2022-09-20,Milkshake,Sobremesa,10.99,5,8,April Mcdowell,Centro,5,Drive-Thru,Bridget Butler,21,Masculino,87.92,40,47.92,Illinois (IL)
2023-03-26,Refrigerante,Bebida,4.99,1,7,Ashley Stanton,Sul,15,Balcão,Taylor Welch,43,Feminino,34.93,7,27.93,Texas (TX)
2021-10-10,Milkshake,Sobremesa,10.99,5,2,Thomas Johnson,Oeste,2,Drive-Thru,Samuel Morris,48,Masculino,21.98,10,11.98,California (CA)
2021-11-21,Refrigerante,Bebida,4.99,1,1,John Hudson,Centro,6,Drive-Thru,Sarah Nelson,28,Feminino,4.99,1,3.99,Illinois (IL)
2023-02-17,Batata Frita,Acompanhamento,9.99,3,5,Timothy Wells,Oeste,7,Drive-Thru,Megan Perry,52,Masculino,49.95,15,34.95,California (CA)
2022-08-14,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Nicole Jones,Norte,12,Delivery,James Griffin,55,Masculino,119.94,60,59.94,New York (NY)
2022-04-02,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Nicholas Haley,Sul,12,Delivery,Samantha Norman,54,Masculino,119.94,60,59.94,Texas (TX)
2022-07-01,Milkshake,Sobremesa,10.99,5,7,Brenda Barnes,Centro,5,Delivery,Dr. Caleb Perez,59,Masculino,76.93,35,41.93000000000001,Illinois (IL)
2021-11-23,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Craig Miles Jr.,Sul,1,Delivery,Jamie Wu,33,Masculino,119.94,60,59.94,Texas (TX)
2023-07-22,Hambúrguer Simples,Hambúrguer,14.99,7,1,Danielle Rodriguez,Leste,9,Drive-Thru,Amanda Martin,43,Masculino,14.99,7,7.99,Florida (FL)
2023-07-16,Sundae,Sobremesa,7.99,3,1,Lisa Vargas,Sul,6,Delivery,Natalie Martinez,24,Feminino,7.99,3,4.99,Texas (TX)
2021-11-04,Batata Frita,Acompanhamento,9.99,3,10,Rebecca Hill,Centro,9,Balcão,Jesse Martinez,19,Feminino,99.9,30,69.9,Illinois (IL)
2021-10-29,Sundae,Sobremesa,7.99,3,9,John Carpenter DVM,Sul,8,Balcão,Thomas Smith,58,Masculino,71.91,27,44.91,Texas (TX)
2023-08-20,Milkshake,Sobremesa,10.99,5,7,Emily White,Oeste,6,Delivery,Olivia Baker,53,Masculino,76.93,35,41.93000000000001,California (CA)
2023-02-04,Sundae,Sobremesa,7.99,3,3,Frederick Turner,Centro,4,Drive-Thru,Kristie Moreno,64,Masculino,23.97,9,14.97,Illinois (IL)
2022-10-07,Batata Frita,Acompanhamento,9.99,3,5,Charles Smith,Norte,3,Balcão,Danielle Meza,67,Feminino,49.95,15,34.95,New York (NY)
2022-12-11,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Matthew Barr,Leste,10,Delivery,Susan Mack,37,Masculino,19.99,10,9.989999999999998,Florida (FL)
2022-07-04,Batata Frita,Acompanhamento,9.99,3,9,Ashley Mahoney,Norte,11,Balcão,Christopher Mcdonald,34,Masculino,89.91,27,62.91,New York (NY)
2022-11-15,Batata Frita,Acompanhamento,9.99,3,1,Lisa Butler,Centro,15,Drive-Thru,Emma Grant,24,Feminino,9.99,3,6.99,Illinois (IL)
2022-01-03,Milkshake,Sobremesa,10.99,5,1,Jessica Savage,Leste,3,Delivery,Alex Holmes,53,Masculino,10.99,5,5.99,Florida (FL)
2023-04-21,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Jack Martinez,Leste,9,Delivery,Benjamin Garcia,44,Masculino,139.92999999999998,70,69.92999999999998,Florida (FL)
2022-09-09,Sundae,Sobremesa,7.99,3,6,Dr. Larry Smith,Centro,13,Drive-Thru,Alison Lopez,26,Feminino,47.94,18,29.94,Illinois (IL)
2022-11-08,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Edward Hartman,Centro,7,Drive-Thru,Tammy Lutz,29,Feminino,19.99,10,9.989999999999998,Illinois (IL)
2022-07-28,Hambúrguer Simples,Hambúrguer,14.99,7,5,Christina Nguyen,Sul,1,Balcão,Laurie Pollard,49,Masculino,74.95,35,39.95,Texas (TX)
2022-01-01,Hambúrguer Duplo,Hambúrguer,19.99,10,4,Jamie Meyer,Norte,8,Delivery,Justin Rodriguez,44,Feminino,79.96,40,39.96,New York (NY)
2022-05-08,Sundae,Sobremesa,7.99,3,1,Benjamin Delgado,Sul,9,Balcão,Tara Dalton,24,Masculino,7.99,3,4.99,Texas (TX)
2023-08-26,Refrigerante,Bebida,4.99,1,2,Sarah Carr,Sul,12,Balcão,Robert Stewart,68,Feminino,9.98,2,7.98,Texas (TX)
2022-04-28,Batata Frita,Acompanhamento,9.99,3,6,Matthew Jones,Centro,5,Delivery,Shelby Gomez,20,Masculino,59.94,18,41.94,Illinois (IL)
2022-12-11,Refrigerante,Bebida,4.99,1,4,Betty Little,Leste,12,Delivery,Glenn Ballard,24,Masculino,19.96,4,15.96,Florida (FL)
2022-11-15,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Alyssa Barnes,Oeste,2,Balcão,Tanya Yates,51,Masculino,39.98,20,19.98,California (CA)
2022-03-04,Refrigerante,Bebida,4.99,1,7,Ebony Freeman,Sul,5,Drive-Thru,Jennifer Moran,66,Feminino,34.93,7,27.93,Texas (TX)
2022-06-22,Refrigerante,Bebida,4.99,1,1,Shawn Johnson,Norte,6,Balcão,Crystal Ritter,24,Masculino,4.99,1,3.99,New York (NY)
2022-06-23,Sundae,Sobremesa,7.99,3,7,Brian Hodges,Leste,12,Balcão,Patricia Newton,54,Feminino,55.93,21,34.93,Florida (FL)
2023-04-26,Batata Frita,Acompanhamento,9.99,3,9,Hannah Wallace,Sul,4,Delivery,Julie Rogers,67,Masculino,89.91,27,62.91,Texas (TX)
2022-01-17,Sundae,Sobremesa,7.99,3,2,Michael Wilkerson,Sul,10,Balcão,Lauren Mack,53,Feminino,15.98,6,9.98,Texas (TX)
2022-06-30,Milkshake,Sobremesa,10.99,5,5,Lawrence Ramirez,Norte,12,Drive-Thru,Ashley Mckenzie,62,Feminino,54.95,25,29.950000000000003,New York (NY)
2022-11-18,Batata Frita,Acompanhamento,9.99,3,1,Paula Fisher,Oeste,14,Delivery,Tammy Stuart,63,Masculino,9.99,3,6.99,California (CA)
2023-08-14,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Scott Patton,Sul,6,Drive-Thru,Tonya Miller,40,Masculino,19.99,10,9.989999999999998,Texas (TX)
2021-11-10,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Ashley Campbell,Sul,12,Delivery,Jason Terry,70,Feminino,59.97,30,29.97,Texas (TX)
2021-12-27,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Angel Jones,Centro,12,Delivery,Victor Floyd,43,Feminino,139.92999999999998,70,69.92999999999998,Illinois (IL)
2023-06-08,Refrigerante,Bebida,4.99,1,5,Gregory Peterson,Leste,4,Delivery,Kristen Jackson,45,Feminino,24.950000000000003,5,19.950000000000003,Florida (FL)
2022-09-16,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Kimberly Rosales,Sul,7,Drive-Thru,Kyle Rocha,33,Masculino,39.98,20,19.98,Texas (TX)
2023-08-09,Refrigerante,Bebida,4.99,1,1,Jessica Roberts,Sul,13,Drive-Thru,Jeffrey Vasquez,21,Masculino,4.99,1,3.99,Texas (TX)
2023-07-19,Batata Frita,Acompanhamento,9.99,3,6,Kelly French,Leste,13,Drive-Thru,Latoya Graham,64,Masculino,59.94,18,41.94,Florida (FL)
2022-07-05,Hambúrguer Duplo,Hambúrguer,19.99,10,10,Amber Stephens,Oeste,13,Balcão,Michael Lee,62,Masculino,199.9,100,99.89999999999998,California (CA)
2022-03-16,Milkshake,Sobremesa,10.99,5,5,Mark Rodriguez MD,Leste,10,Drive-Thru,Emma Lopez,66,Masculino,54.95,25,29.950000000000003,Florida (FL)
2023-03-08,Sundae,Sobremesa,7.99,3,6,Angel Campbell,Leste,9,Delivery,Miguel Smith,56,Feminino,47.94,18,29.94,Florida (FL)
2023-01-13,Milkshake,Sobremesa,10.99,5,7,Chelsea Boyd,Oeste,14,Balcão,Robert Jackson,47,Masculino,76.93,35,41.93000000000001,California (CA)
2022-05-01,Refrigerante,Bebida,4.99,1,9,David Williams,Sul,4,Delivery,Lisa Fuller,33,Masculino,44.91,9,35.910000000000004,Texas (TX)
2022-03-03,Hambúrguer Duplo,Hambúrguer,19.99,10,5,Peter Scott,Oeste,2,Delivery,Crystal Wright,24,Feminino,99.95,50,49.94999999999999,California (CA)
2022-05-03,Hambúrguer Simples,Hambúrguer,14.99,7,5,Paula Weiss,Centro,4,Drive-Thru,Melissa Huang,21,Masculino,74.95,35,39.95,Illinois (IL)
2022-02-28,Hambúrguer Simples,Hambúrguer,14.99,7,4,Steven Carson,Leste,12,Drive-Thru,Brett Price,59,Feminino,59.96,28,31.96,Florida (FL)
2023-08-28,Batata Frita,Acompanhamento,9.99,3,6,Vanessa Herman,Leste,2,Drive-Thru,Mary Henderson,65,Feminino,59.94,18,41.94,Florida (FL)
2021-12-29,Milkshake,Sobremesa,10.99,5,9,Dr. Katrina Morrison MD,Leste,14,Delivery,Courtney Villanueva MD,43,Masculino,98.91,45,53.91,Florida (FL)
2021-12-30,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Jordan Payne,Leste,14,Drive-Thru,Corey Delgado,52,Masculino,19.99,10,9.989999999999998,Florida (FL)
2023-06-05,Milkshake,Sobremesa,10.99,5,2,Olivia Moore,Leste,3,Delivery,Joseph Turner,23,Feminino,21.98,10,11.98,Florida (FL)
2023-07-03,Sundae,Sobremesa,7.99,3,4,Jill Davis,Leste,13,Delivery,Jennifer Cruz,52,Feminino,31.96,12,19.96,Florida (FL)
2021-12-21,Hambúrguer Simples,Hambúrguer,14.99,7,7,Mike Davis,Centro,14,Balcão,Steven Dalton,41,Masculino,104.93,49,55.93000000000001,Illinois (IL)
2022-08-24,Hambúrguer Duplo,Hambúrguer,19.99,10,8,Melanie Palmer,Sul,2,Balcão,Heidi Malone,42,Feminino,159.92,80,79.91999999999999,Texas (TX)
2022-12-15,Sundae,Sobremesa,7.99,3,10,Mike Smith,Oeste,2,Delivery,Shaun Mason,40,Feminino,79.9,30,49.900000000000006,California (CA)
2022-05-12,Milkshake,Sobremesa,10.99,5,8,Stephanie Burton,Centro,11,Delivery,Michelle Jackson,62,Feminino,87.92,40,47.92,Illinois (IL)
2023-06-06,Refrigerante,Bebida,4.99,1,10,Brenda Hanson,Leste,12,Drive-Thru,Drew Fernandez,59,Feminino,49.900000000000006,10,39.900000000000006,Florida (FL)
2021-12-05,Hambúrguer Simples,Hambúrguer,14.99,7,3,Renee Cox,Oeste,1,Delivery,Brenda Hall,31,Masculino,44.97,21,23.97,California (CA)
2022-10-11,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Jacob Wells,Leste,11,Balcão,Paula Schmidt,63,Masculino,39.98,20,19.98,Florida (FL)
2021-12-19,Hambúrguer Simples,Hambúrguer,14.99,7,6,Amy Martin,Oeste,6,Delivery,Jeffrey Adams,53,Masculino,89.94,42,47.94,California (CA)
2021-11-01,Milkshake,Sobremesa,10.99,5,2,Beth Marks,Sul,3,Balcão,James Young,59,Masculino,21.98,10,11.98,Texas (TX)
2021-11-09,Batata Frita,Acompanhamento,9.99,3,9,Sarah Estrada,Norte,10,Delivery,Jessica Oliver,19,Masculino,89.91,27,62.91,New York (NY)
2022-01-23,Milkshake,Sobremesa,10.99,5,8,Richard Solis,Norte,2,Drive-Thru,Heidi Brown,57,Masculino,87.92,40,47.92,New York (NY)
2023-01-13,Hambúrguer Duplo,Hambúrguer,19.99,10,8,Alexis Becker,Centro,13,Delivery,Dawn Welch,62,Masculino,159.92,80,79.91999999999999,Illinois (IL)
2021-11-20,Hambúrguer Simples,Hambúrguer,14.99,7,2,Christopher Boyd,Leste,14,Balcão,Jamie James,23,Masculino,29.98,14,15.98,Florida (FL)
2022-04-02,Sundae,Sobremesa,7.99,3,7,Laura Cole,Leste,11,Drive-Thru,Jared Sosa,56,Feminino,55.93,21,34.93,Florida (FL)
2022-07-28,Refrigerante,Bebida,4.99,1,10,Scott Thomas,Oeste,11,Delivery,Ryan Mendoza,47,Masculino,49.900000000000006,10,39.900000000000006,California (CA)
2021-11-10,Sundae,Sobremesa,7.99,3,3,Dustin Nichols,Leste,10,Balcão,Barbara Guerrero,66,Feminino,23.97,9,14.97,Florida (FL)
2022-01-09,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Dana Turner,Leste,3,Balcão,Nichole Morse,29,Masculino,59.97,30,29.97,Florida (FL)
2021-12-01,Hambúrguer Simples,Hambúrguer,14.99,7,4,Elizabeth Johnston,Centro,5,Balcão,Susan Tran,63,Masculino,59.96,28,31.96,Illinois (IL)
2023-07-14,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Eric Carr,Sul,7,Drive-Thru,Edward Murphy,44,Feminino,19.99,10,9.989999999999998,Texas (TX)
2022-05-15,Hambúrguer Simples,Hambúrguer,14.99,7,10,Angela Wilson,Centro,7,Delivery,Michelle May,68,Feminino,149.9,70,79.9,Illinois (IL)
2023-08-16,Refrigerante,Bebida,4.99,1,6,Christine Simmons,Leste,12,Delivery,Francisco Mcfarland,36,Masculino,29.94,6,23.94,Florida (FL)
2022-06-13,Milkshake,Sobremesa,10.99,5,3,Melissa Ortega,Centro,8,Balcão,Kerry Foster,54,Masculino,32.97,15,17.97,Illinois (IL)
2023-02-05,Hambúrguer Simples,Hambúrguer,14.99,7,6,Katie Cochran,Centro,3,Drive-Thru,Gary Elliott,49,Masculino,89.94,42,47.94,Illinois (IL)
2023-03-25,Sundae,Sobremesa,7.99,3,2,Johnny Barnes,Oeste,7,Drive-Thru,Brandon Daugherty,19,Masculino,15.98,6,9.98,California (CA)
2023-08-02,Sundae,Sobremesa,7.99,3,6,Janice Wilson,Leste,13,Balcão,John Barker,46,Feminino,47.94,18,29.94,Florida (FL)
2023-03-18,Sundae,Sobremesa,7.99,3,8,Elizabeth Byrd,Norte,15,Delivery,Jeffrey Wilson,41,Masculino,63.92,24,39.92,New York (NY)
2023-03-03,Batata Frita,Acompanhamento,9.99,3,8,Sara Johnson,Oeste,3,Balcão,Steven Stark,68,Masculino,79.92,24,55.92,California (CA)
2022-09-26,Refrigerante,Bebida,4.99,1,2,Tracy Hoffman,Norte,6,Balcão,John Martinez,60,Feminino,9.98,2,7.98,New York (NY)
2022-06-23,Batata Frita,Acompanhamento,9.99,3,2,Matthew Mcdonald,Centro,3,Balcão,Melissa Serrano,67,Masculino,19.98,6,13.98,Illinois (IL)
2022-03-11,Milkshake,Sobremesa,10.99,5,9,Don Clay,Centro,6,Drive-Thru,Rhonda Clements,25,Masculino,98.91,45,53.91,Illinois (IL)
2023-06-13,Sundae,Sobremesa,7.99,3,1,Tanya Anderson,Oeste,4,Delivery,Timothy Fisher,65,Feminino,7.99,3,4.99,California (CA)
2022-12-17,Sundae,Sobremesa,7.99,3,8,Michael Soto,Norte,5,Delivery,Kathryn Brown,25,Feminino,63.92,24,39.92,New York (NY)
2022-10-03,Sundae,Sobremesa,7.99,3,3,John Valdez,Oeste,8,Drive-Thru,Wesley Jennings,35,Masculino,23.97,9,14.97,California (CA)
2022-08-04,Milkshake,Sobremesa,10.99,5,8,Katie Barnes,Sul,6,Drive-Thru,Erik Dixon,21,Masculino,87.92,40,47.92,Texas (TX)
2021-11-07,Hambúrguer Simples,Hambúrguer,14.99,7,2,Randy Rodriguez,Leste,2,Balcão,Jasmine Perry,62,Feminino,29.98,14,15.98,Florida (FL)
2021-10-30,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Angela Roth,Norte,14,Balcão,Melissa Robinson,26,Masculino,139.92999999999998,70,69.92999999999998,New York (NY)
2022-10-07,Hambúrguer Duplo,Hambúrguer,19.99,10,8,Jason Hughes,Centro,7,Balcão,Steven Neal,68,Feminino,159.92,80,79.91999999999999,Illinois (IL)
2023-07-14,Batata Frita,Acompanhamento,9.99,3,4,Terry Hall,Centro,10,Balcão,Donald Martinez,31,Feminino,39.96,12,27.96,Illinois (IL)
2022-02-19,Milkshake,Sobremesa,10.99,5,4,Mary Hill,Leste,4,Delivery,Ellen Roberts,52,Feminino,43.96,20,23.96,Florida (FL)
2022-07-15,Milkshake,Sobremesa,10.99,5,2,Hector Bell,Centro,1,Balcão,Scott Patterson,37,Feminino,21.98,10,11.98,Illinois (IL)
2022-09-14,Batata Frita,Acompanhamento,9.99,3,4,Joel Ramirez,Norte,6,Delivery,Colton Durham,18,Feminino,39.96,12,27.96,New York (NY)
2022-11-21,Hambúrguer Duplo,Hambúrguer,19.99,10,9,Douglas Young,Centro,13,Balcão,Joshua Mays,37,Masculino,179.91,90,89.91,Illinois (IL)
2022-07-12,Hambúrguer Duplo,Hambúrguer,19.99,10,8,Amy Jordan,Norte,7,Delivery,Nancy Hansen,37,Masculino,159.92,80,79.91999999999999,New York (NY)
2022-01-07,Milkshake,Sobremesa,10.99,5,6,Dr. Misty Miller,Centro,3,Balcão,Tiffany Morrison,40,Feminino,65.94,30,35.94,Illinois (IL)
2022-07-08,Batata Frita,Acompanhamento,9.99,3,9,Debra Edwards,Leste,6,Balcão,Wendy Brown,68,Masculino,89.91,27,62.91,Florida (FL)
2023-09-17,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Shelby Flynn,Norte,10,Delivery,Michael Atkins,25,Masculino,19.99,10,9.989999999999998,New York (NY)
2022-12-12,Sundae,Sobremesa,7.99,3,9,Jennifer Dalton,Centro,10,Balcão,Stephanie Mcdonald,55,Feminino,71.91,27,44.91,Illinois (IL)
2023-01-15,Hambúrguer Simples,Hambúrguer,14.99,7,4,Jacob Ford,Norte,1,Drive-Thru,Jennifer Velazquez,24,Feminino,59.96,28,31.96,New York (NY)
2022-07-03,Hambúrguer Duplo,Hambúrguer,19.99,10,7,James Flores,Leste,7,Delivery,Jeremy Scott,26,Feminino,139.92999999999998,70,69.92999999999998,Florida (FL)
2023-05-19,Hambúrguer Simples,Hambúrguer,14.99,7,8,Tyler Williams,Norte,7,Delivery,Eric Peterson,62,Masculino,119.92,56,63.92,New York (NY)
2022-05-02,Sundae,Sobremesa,7.99,3,5,Robert Turner,Sul,13,Drive-Thru,Tasha Bowen,58,Feminino,39.95,15,24.950000000000003,Texas (TX)
2023-06-30,Hambúrguer Simples,Hambúrguer,14.99,7,7,Jasmine Smith,Centro,5,Delivery,Kimberly Reynolds,38,Masculino,104.93,49,55.93000000000001,Illinois (IL)
2021-12-05,Hambúrguer Duplo,Hambúrguer,19.99,10,4,Herbert Howell,Sul,6,Drive-Thru,David Frazier,30,Feminino,79.96,40,39.96,Texas (TX)
2022-05-17,Hambúrguer Simples,Hambúrguer,14.99,7,6,Miguel Holt,Leste,7,Balcão,Joseph Parker,43,Feminino,89.94,42,47.94,Florida (FL)
2021-10-22,Refrigerante,Bebida,4.99,1,8,Christopher Martin,Centro,14,Drive-Thru,Robert Meyers,53,Feminino,39.92,8,31.92,Illinois (IL)
2022-05-15,Sundae,Sobremesa,7.99,3,7,Luke Howard,Sul,15,Delivery,Erin Reyes,41,Feminino,55.93,21,34.93,Texas (TX)
2022-05-01,Hambúrguer Simples,Hambúrguer,14.99,7,5,Anthony Mckinney,Sul,4,Balcão,Charles Quinn,68,Feminino,74.95,35,39.95,Texas (TX)
2023-09-19,Milkshake,Sobremesa,10.99,5,10,Alexis Kirk,Norte,1,Drive-Thru,Michael Woods,20,Masculino,109.9,50,59.900000000000006,New York (NY)
2022-03-12,Batata Frita,Acompanhamento,9.99,3,2,Melissa Nguyen,Norte,4,Drive-Thru,Joshua White,25,Feminino,19.98,6,13.98,New York (NY)
2023-01-26,Milkshake,Sobremesa,10.99,5,8,Miranda Chambers,Norte,8,Drive-Thru,Terri Ashley,23,Masculino,87.92,40,47.92,New York (NY)
2022-08-20,Hambúrguer Duplo,Hambúrguer,19.99,10,9,Rachel Jones,Oeste,15,Delivery,Marcus Randall,44,Masculino,179.91,90,89.91,California (CA)
2023-03-10,Batata Frita,Acompanhamento,9.99,3,3,Jesse Kennedy,Leste,9,Delivery,Gabriel Salazar,27,Masculino,29.97,9,20.97,Florida (FL)
2022-02-12,Batata Frita,Acompanhamento,9.99,3,5,Rebecca Dean,Leste,2,Delivery,Larry Keith,44,Masculino,49.95,15,34.95,Florida (FL)
2023-07-15,Milkshake,Sobremesa,10.99,5,5,Jaime Banks,Norte,10,Delivery,Katie Burns,56,Masculino,54.95,25,29.950000000000003,New York (NY)
2022-11-02,Refrigerante,Bebida,4.99,1,2,Austin Ryan,Centro,6,Drive-Thru,Katie Williams,65,Masculino,9.98,2,7.98,Illinois (IL)
2022-07-27,Hambúrguer Simples,Hambúrguer,14.99,7,5,David Gonzales,Norte,14,Balcão,Kelly Larsen,43,Feminino,74.95,35,39.95,New York (NY)
2023-04-07,Batata Frita,Acompanhamento,9.99,3,8,James Li,Sul,12,Balcão,Shelly Rodgers,61,Masculino,79.92,24,55.92,Texas (TX)
2022-10-20,Refrigerante,Bebida,4.99,1,6,Lance Grant,Leste,9,Drive-Thru,David Solomon,57,Feminino,29.94,6,23.94,Florida (FL)
2022-01-11,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Andrew Keller,Norte,14,Delivery,Richard Hopkins,29,Feminino,39.98,20,19.98,New York (NY)
2023-01-07,Refrigerante,Bebida,4.99,1,1,Cheryl Green DDS,Oeste,10,Delivery,Tanya Durham,63,Masculino,4.99,1,3.99,California (CA)
2023-07-04,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Debra Allen,Leste,3,Balcão,Yesenia Pruitt,19,Masculino,19.99,10,9.989999999999998,Florida (FL)
2022-09-29,Sundae,Sobremesa,7.99,3,6,Jose Williams,Oeste,2,Drive-Thru,Clayton Huber,22,Feminino,47.94,18,29.94,California (CA)
2022-07-13,Batata Frita,Acompanhamento,9.99,3,6,Ashley Ramirez,Sul,15,Drive-Thru,Robin Macias,20,Feminino,59.94,18,41.94,Texas (TX)
2021-11-11,Sundae,Sobremesa,7.99,3,8,Lori Snyder,Sul,4,Balcão,Amanda Goodman,18,Feminino,63.92,24,39.92,Texas (TX)
2022-09-13,Batata Frita,Acompanhamento,9.99,3,5,Cassandra Williams,Sul,4,Drive-Thru,Anthony Weiss,65,Feminino,49.95,15,34.95,Texas (TX)
2022-11-28,Milkshake,Sobremesa,10.99,5,2,Victoria Ray,Norte,3,Drive-Thru,Tanya Perez,37,Masculino,21.98,10,11.98,New York (NY)
2022-02-22,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Daniel Williams,Norte,5,Balcão,Jacqueline Little,54,Masculino,19.99,10,9.989999999999998,New York (NY)
